time_stamp,car_pose_front_axle_x_meters,car_pose_front_axle_y_meters,car_pose_yaw_degrees
1747817834.060244,461.938,-30.143,-19.775
1747817834.065675,461.938,-30.143,-19.775
1747817834.065675,461.938,-30.143,-19.775
1747817834.085339,461.938,-30.143,-19.777
1747817834.085339,461.938,-30.143,-19.777
1747817834.105268,461.938,-30.143,-19.777
1747817834.105268,461.938,-30.143,-19.777
1747817834.127400,461.938,-30.143,-19.778
1747817834.140391,461.938,-30.143,-19.779
1747817834.147517,461.938,-30.143,-19.779
1747817834.161195,461.938,-30.143,-19.780
1747817834.168089,461.938,-30.143,-19.780
1747817834.180524,461.938,-30.143,-19.781
1747817834.189566,461.938,-30.143,-19.781
1747817834.200762,461.938,-30.143,-19.783
1747817834.200762,461.938,-30.143,-19.783
1747817834.220196,461.938,-30.143,-19.784
1747817834.220196,461.938,-30.143,-19.784
1747817834.241017,461.938,-30.143,-19.785
1747817834.241017,461.938,-30.143,-19.785
1747817834.261220,461.938,-30.143,-19.787
1747817834.261220,461.938,-30.143,-19.787
1747817834.280643,461.938,-30.143,-19.788
1747817834.280643,461.938,-30.143,-19.788
1747817834.301062,461.938,-30.143,-19.789
1747817834.301062,461.938,-30.143,-19.789
1747817834.322284,461.938,-30.143,-19.790
1747817834.322284,461.938,-30.143,-19.790
1747817834.340326,461.938,-30.143,-19.792
1747817834.343179,461.938,-30.143,-19.792
1747817834.360481,461.938,-30.143,-19.792
1747817834.364604,461.938,-30.143,-19.792
1747817834.380518,461.938,-30.143,-19.793
1747817834.385287,461.938,-30.143,-19.793
1747817834.400674,461.938,-30.143,-19.795
1747817834.404993,461.938,-30.143,-19.795
1747817834.421050,461.938,-30.143,-19.796
1747817834.423748,461.938,-30.143,-19.796
1747817834.440356,461.938,-30.143,-19.797
1747817834.448406,461.938,-30.143,-19.797
1747817834.460592,461.938,-30.143,-19.799
1747817834.460592,461.938,-30.143,-19.799
1747817834.480822,461.938,-30.143,-19.800
1747817834.480822,461.938,-30.143,-19.800
1747817834.500858,461.938,-30.143,-19.800
1747817834.500858,461.938,-30.143,-19.800
1747817834.521102,461.938,-30.143,-19.801
1747817834.521102,461.938,-30.143,-19.801
1747817834.540301,461.938,-30.143,-19.803
1747817834.540301,461.938,-30.143,-19.803
1747817834.560510,461.938,-30.143,-19.805
1747817834.560510,461.938,-30.143,-19.805
1747817834.580999,461.938,-30.143,-19.806
1747817834.580999,461.938,-30.143,-19.806
1747817834.601022,461.938,-30.143,-19.807
1747817834.601022,461.938,-30.143,-19.807
1747817834.620116,461.938,-30.143,-19.808
1747817834.627184,461.938,-30.143,-19.808
1747817834.640334,461.938,-30.143,-19.809
1747817834.649355,461.938,-30.143,-19.809
1747817834.660446,461.938,-30.143,-19.810
1747817834.670794,461.938,-30.143,-19.810
1747817834.680678,461.938,-30.143,-19.810
1747817834.690569,461.938,-30.143,-19.810
1747817834.701169,461.938,-30.143,-19.812
1747817834.710319,461.938,-30.143,-19.812
1747817834.720538,461.938,-30.143,-19.813
1747817834.731062,461.938,-30.143,-19.813
1747817834.740953,461.938,-30.143,-19.814
1747817834.740953,461.938,-30.143,-19.814
1747817834.760164,461.938,-30.143,-19.816
1747817834.760164,461.938,-30.143,-19.816
1747817834.780695,461.938,-30.143,-19.817
1747817834.780695,461.938,-30.143,-19.817
1747817834.801116,461.938,-30.143,-19.819
1747817834.801116,461.938,-30.143,-19.819
1747817834.823231,461.938,-30.143,-19.820
1747817834.823231,461.938,-30.143,-19.820
1747817834.843545,461.938,-30.143,-19.819
1747817834.843545,461.938,-30.143,-19.819
1747817834.864794,461.938,-30.143,-19.820
1747817834.864794,461.938,-30.143,-19.820
1747817834.880268,461.938,-30.143,-19.820
1747817834.888219,461.938,-30.143,-19.820
1747817834.900463,461.938,-30.143,-19.822
1747817834.907978,461.938,-30.143,-19.822
1747817834.920789,461.938,-30.143,-19.823
1747817834.930016,461.938,-30.143,-19.823
1747817834.940224,461.938,-30.143,-19.824
1747817834.950958,461.938,-30.143,-19.824
1747817834.960722,461.938,-30.143,-19.824
1747817834.972823,461.938,-30.143,-19.824
1747817834.981213,461.938,-30.143,-19.825
1747817834.981213,461.938,-30.143,-19.825
1747817835.000499,461.938,-30.143,-19.827
1747817835.000499,461.938,-30.143,-19.827
1747817835.020859,461.938,-30.143,-19.829
1747817835.020859,461.938,-30.143,-19.829
1747817835.041670,461.938,-30.143,-19.831
1747817835.041670,461.938,-30.143,-19.831
1747817835.062412,461.938,-30.143,-19.831
1747817835.062412,461.938,-30.143,-19.831
1747817835.087000,461.938,-30.143,-19.832
1747817835.087000,461.938,-30.143,-19.832
1747817835.100316,461.938,-30.143,-19.834
1747817835.109254,461.938,-30.143,-19.834
1747817835.120868,461.938,-30.143,-19.837
1747817835.129225,461.938,-30.143,-19.837
1747817835.141264,461.938,-30.143,-19.838
1747817835.150239,461.938,-30.143,-19.838
1747817835.160513,461.938,-30.143,-19.839
1747817835.170106,461.938,-30.143,-19.839
1747817835.180990,461.938,-30.143,-19.840
1747817835.191419,461.938,-30.143,-19.840
1747817835.200298,461.938,-30.143,-19.842
1747817835.212709,461.938,-30.143,-19.842
1747817835.220861,461.938,-30.143,-19.844
1747817835.234684,461.938,-30.143,-19.844
1747817835.240379,461.938,-30.143,-19.845
1747817835.257933,461.938,-30.143,-19.845
1747817835.260560,461.938,-30.143,-19.847
1747817835.278401,461.938,-30.143,-19.847
1747817835.281093,461.938,-30.143,-19.848
1747817835.298572,461.938,-30.143,-19.848
1747817835.300194,461.938,-30.143,-19.850
1747817835.300194,461.938,-30.143,-19.850
1747817835.321702,461.938,-30.143,-19.852
1747817835.321702,461.938,-30.143,-19.852
1747817835.342020,461.938,-30.143,-19.853
1747817835.342020,461.938,-30.143,-19.853
1747817835.362531,461.938,-30.143,-19.854
1747817835.362531,461.938,-30.143,-19.854
1747817835.383868,461.938,-30.143,-19.853
1747817835.383868,461.938,-30.143,-19.853
1747817835.404156,461.938,-30.143,-19.854
1747817835.404156,461.938,-30.143,-19.854
1747817835.426589,461.938,-30.143,-19.855
1747817835.426589,461.938,-30.143,-19.855
1747817835.448276,461.938,-30.143,-19.856
1747817835.460194,461.938,-30.143,-19.857
1747817835.460194,461.938,-30.143,-19.857
1747817835.475609,461.938,-30.143,-19.857
1747817835.481018,461.938,-30.143,-19.858
1747817835.500247,461.938,-30.143,-19.860
1747817835.500247,461.938,-30.143,-19.860
1747817835.515670,461.938,-30.143,-19.860
1747817835.520602,461.938,-30.143,-19.860
1747817835.535508,461.938,-30.143,-19.860
1747817835.540899,461.938,-30.143,-19.862
1747817835.557480,461.938,-30.143,-19.862
1747817835.561316,461.938,-30.143,-19.862
1747817835.580541,461.938,-30.143,-19.864
1747817835.580541,461.938,-30.143,-19.864
1747817835.601145,461.938,-30.143,-19.867
1747817835.601145,461.938,-30.143,-19.867
1747817835.620536,461.938,-30.143,-19.866
1747817835.620536,461.938,-30.143,-19.866
1747817835.640548,461.938,-30.143,-19.867
1747817835.643966,461.938,-30.143,-19.867
1747817835.661196,461.938,-30.143,-19.870
1747817835.664851,461.938,-30.143,-19.870
1747817835.680537,461.938,-30.143,-19.871
1747817835.690649,461.938,-30.143,-19.871
1747817835.701040,461.938,-30.143,-19.872
1747817835.701040,461.938,-30.143,-19.872
1747817835.720221,461.938,-30.143,-19.873
1747817835.720221,461.938,-30.143,-19.873
1747817835.740416,461.938,-30.143,-19.873
1747817835.740416,461.938,-30.143,-19.873
1747817835.761089,461.938,-30.143,-19.875
1747817835.761089,461.938,-30.143,-19.875
1747817835.780437,461.938,-30.143,-19.876
1747817835.780437,461.938,-30.143,-19.876
1747817835.800926,461.938,-30.143,-19.878
1747817835.800926,461.938,-30.143,-19.878
1747817835.820247,461.938,-30.143,-19.878
1747817835.820247,461.938,-30.143,-19.878
1747817835.840602,461.938,-30.143,-19.879
1747817835.840602,461.938,-30.143,-19.879
1747817835.862656,461.938,-30.143,-19.879
1747817835.862656,461.938,-30.143,-19.879
1747817835.881925,461.938,-30.143,-19.880
1747817835.881925,461.938,-30.143,-19.880
1747817835.900120,461.938,-30.143,-19.881
1747817835.905118,461.938,-30.143,-19.881
1747817835.920184,461.938,-30.143,-19.883
1747817835.925298,461.938,-30.143,-19.883
1747817835.940792,461.938,-30.143,-19.884
1747817835.949566,461.938,-30.143,-19.884
1747817835.961028,461.938,-30.143,-19.885
1747817835.970919,461.938,-30.143,-19.885
1747817835.981226,461.938,-30.143,-19.886
1747817835.992086,461.938,-30.143,-19.886
1747817836.000523,461.938,-30.143,-19.887
1747817836.013220,461.938,-30.143,-19.887
1747817836.020824,461.938,-30.143,-19.887
1747817836.033408,461.938,-30.143,-19.887
1747817836.040969,461.938,-30.143,-19.888
1747817836.052655,461.938,-30.143,-19.888
1747817836.061246,461.938,-30.143,-19.890
1747817836.061246,461.938,-30.143,-19.890
1747817836.080515,461.938,-30.143,-19.891
1747817836.080515,461.938,-30.143,-19.891
1747817836.100784,461.938,-30.143,-19.892
1747817836.100784,461.938,-30.143,-19.892
1747817836.121320,461.938,-30.143,-19.893
1747817836.121320,461.938,-30.143,-19.893
1747817836.140845,461.938,-30.143,-19.895
1747817836.140845,461.938,-30.143,-19.895
1747817836.161038,461.938,-30.143,-19.896
1747817836.161038,461.938,-30.143,-19.896
1747817836.180241,461.938,-30.143,-19.896
1747817836.180241,461.938,-30.143,-19.896
1747817836.200585,461.938,-30.143,-19.897
1747817836.200585,461.938,-30.143,-19.897
1747817836.221029,461.938,-30.143,-19.898
1747817836.221029,461.938,-30.143,-19.898
1747817836.240344,461.938,-30.143,-19.899
1747817836.240344,461.938,-30.143,-19.899
1747817836.260667,461.938,-30.143,-19.900
1747817836.260667,461.938,-30.143,-19.900
1747817836.283981,461.938,-30.143,-19.901
1747817836.283981,461.938,-30.143,-19.901
1747817836.305715,461.938,-30.143,-19.903
1747817836.305715,461.938,-30.143,-19.903
1747817836.321136,461.938,-30.143,-19.904
1747817836.329158,461.938,-30.143,-19.904
1747817836.340369,461.938,-30.143,-19.904
1747817836.351168,461.938,-30.143,-19.904
1747817836.360773,461.938,-30.143,-19.906
1747817836.372895,461.938,-30.143,-19.906
1747817836.381119,461.938,-30.143,-19.906
1747817836.395233,461.938,-30.143,-19.906
1747817836.400201,461.938,-30.143,-19.907
1747817836.400201,461.938,-30.143,-19.907
1747817836.420716,461.938,-30.143,-19.909
1747817836.420716,461.938,-30.143,-19.909
1747817836.440893,461.938,-30.143,-19.910
1747817836.440893,461.938,-30.143,-19.910
1747817836.461116,461.938,-30.143,-19.912
1747817836.461116,461.938,-30.143,-19.912
1747817836.481179,461.938,-30.143,-19.913
1747817836.481179,461.938,-30.143,-19.913
1747817836.500870,461.938,-30.143,-19.914
1747817836.500870,461.938,-30.143,-19.914
1747817836.521715,461.938,-30.143,-19.915
1747817836.521715,461.938,-30.143,-19.915
1747817836.543441,461.938,-30.143,-19.916
1747817836.543441,461.938,-30.143,-19.916
1747817836.565238,461.938,-30.143,-19.916
1747817836.565238,461.938,-30.143,-19.916
1747817836.581010,461.938,-30.143,-19.918
1747817836.588008,461.938,-30.143,-19.918
1747817836.607720,461.938,-30.143,-19.919
1747817836.607720,461.938,-30.143,-19.919
1747817836.620666,461.938,-30.143,-19.920
1747817836.629196,461.938,-30.143,-19.920
1747817836.640970,461.938,-30.143,-19.921
1747817836.649511,461.938,-30.143,-19.921
1747817836.661288,461.938,-30.143,-19.921
1747817836.671045,461.938,-30.143,-19.921
1747817836.680928,461.938,-30.143,-19.923
1747817836.693155,461.938,-30.143,-19.923
1747817836.700646,461.938,-30.143,-19.923
1747817836.712286,461.938,-30.143,-19.923
1747817836.720895,461.938,-30.143,-19.925
1747817836.732492,461.938,-30.143,-19.925
1747817836.741200,461.938,-30.143,-19.927
1747817836.755099,461.938,-30.143,-19.927
1747817836.760391,461.938,-30.143,-19.928
1747817836.760391,461.938,-30.143,-19.928
1747817836.780881,461.938,-30.143,-19.930
1747817836.780881,461.938,-30.143,-19.930
1747817836.804193,461.938,-30.143,-19.930
1747817836.804193,461.938,-30.143,-19.930
1747817836.827367,461.938,-30.143,-19.931
1747817836.827367,461.938,-30.143,-19.931
1747817836.840124,461.938,-30.143,-19.932
1747817836.850048,461.938,-30.143,-19.932
1747817836.860590,461.938,-30.143,-19.934
1747817836.873253,461.938,-30.143,-19.934
1747817836.881252,461.938,-30.143,-19.936
1747817836.897407,461.938,-30.143,-19.936
1747817836.900903,461.938,-30.143,-19.937
1747817836.918432,461.938,-30.143,-19.937
1747817836.921100,461.938,-30.143,-19.938
1747817836.921100,461.938,-30.143,-19.938
1747817836.940389,461.938,-30.143,-19.940
1747817836.940389,461.938,-30.143,-19.940
1747817836.961125,461.938,-30.143,-19.941
1747817836.980219,461.938,-30.143,-19.942
1747817836.980431,461.938,-30.143,-19.942
1747817836.980431,461.938,-30.143,-19.942
1747817837.006480,461.938,-30.143,-19.943
1747817837.006480,461.938,-30.143,-19.943
1747817837.029274,461.938,-30.143,-19.943
1747817837.040823,461.938,-30.143,-19.944
1747817837.040823,461.938,-30.143,-19.944
1747817837.052786,461.938,-30.143,-19.944
1747817837.061489,461.938,-30.143,-19.945
1747817837.075318,461.938,-30.143,-19.945
1747817837.080870,461.938,-30.143,-19.947
1747817837.100181,461.938,-30.143,-19.948
1747817837.100181,461.938,-30.143,-19.948
1747817837.120776,461.938,-30.143,-19.950
1747817837.124804,461.938,-30.143,-19.950
1747817837.141168,461.938,-30.143,-19.952
1747817837.148550,461.938,-30.143,-19.952
1747817837.160289,461.938,-30.143,-19.953
1747817837.170693,461.938,-30.143,-19.953
1747817837.180694,461.938,-30.143,-19.954
1747817837.180694,461.938,-30.143,-19.954
1747817837.200949,461.938,-30.143,-19.955
1747817837.200949,461.938,-30.143,-19.955
1747817837.220109,461.938,-30.143,-19.955
1747817837.220109,461.938,-30.143,-19.955
1747817837.240324,461.938,-30.143,-19.956
1747817837.240324,461.938,-30.143,-19.956
1747817837.260606,461.938,-30.143,-19.958
1747817837.260606,461.938,-30.143,-19.958
1747817837.281055,461.938,-30.143,-19.960
1747817837.281055,461.938,-30.143,-19.960
1747817837.301176,461.938,-30.143,-19.962
1747817837.301176,461.938,-30.143,-19.962
1747817837.321164,461.938,-30.143,-19.963
1747817837.321164,461.938,-30.143,-19.963
1747817837.341426,461.938,-30.143,-19.964
1747817837.341426,461.938,-30.143,-19.964
1747817837.360771,461.938,-30.143,-19.966
1747817837.360771,461.938,-30.143,-19.966
1747817837.380360,461.938,-30.143,-19.966
1747817837.384247,461.938,-30.143,-19.966
1747817837.400465,461.938,-30.143,-19.968
1747817837.406701,461.938,-30.143,-19.968
1747817837.420641,461.938,-30.143,-19.969
1747817837.427042,461.938,-30.143,-19.969
1747817837.440785,461.938,-30.143,-19.970
1747817837.446589,461.938,-30.143,-19.970
1747817837.461169,461.938,-30.143,-19.971
1747817837.467043,461.938,-30.143,-19.971
1747817837.480237,461.938,-30.143,-19.972
1747817837.488545,461.938,-30.143,-19.972
1747817837.500529,461.938,-30.143,-19.974
1747817837.510831,461.938,-30.143,-19.974
1747817837.520844,461.938,-30.143,-19.974
1747817837.531129,461.938,-30.143,-19.974
1747817837.540858,461.938,-30.143,-19.976
1747817837.551814,461.938,-30.143,-19.976
1747817837.561121,461.938,-30.143,-19.976
1747817837.571870,461.938,-30.143,-19.976
1747817837.580196,461.938,-30.143,-19.977
1747817837.593377,461.938,-30.143,-19.977
1747817837.600897,461.938,-30.143,-19.978
1747817837.600897,461.938,-30.143,-19.978
1747817837.621160,461.938,-30.143,-19.979
1747817837.621160,461.938,-30.143,-19.979
1747817837.640164,461.938,-30.143,-19.980
1747817837.640164,461.938,-30.143,-19.980
1747817837.663210,461.938,-30.143,-19.981
1747817837.663210,461.938,-30.143,-19.981
1747817837.681121,461.938,-30.143,-19.982
1747817837.686914,461.938,-30.143,-19.982
1747817837.700537,461.938,-30.143,-19.983
1747817837.710134,461.938,-30.143,-19.983
1747817837.721024,461.938,-30.143,-19.984
1747817837.730232,461.938,-30.143,-19.984
1747817837.741223,461.938,-30.143,-19.985
1747817837.750967,461.938,-30.143,-19.985
1747817837.760183,461.938,-30.143,-19.985
1747817837.760183,461.938,-30.143,-19.985
1747817837.781078,461.938,-30.143,-19.987
1747817837.781078,461.938,-30.143,-19.987
1747817837.801565,461.938,-30.143,-19.988
1747817837.801565,461.938,-30.143,-19.988
1747817837.820469,461.938,-30.143,-19.989
1747817837.825988,461.938,-30.143,-19.989
1747817837.840696,461.938,-30.143,-19.990
1747817837.846431,461.938,-30.143,-19.990
1747817837.860796,461.938,-30.143,-19.991
1747817837.867685,461.938,-30.143,-19.991
1747817837.881220,461.938,-30.143,-19.992
1747817837.889752,461.938,-30.143,-19.992
1747817837.900367,461.938,-30.143,-19.994
1747817837.908693,461.938,-30.143,-19.994
1747817837.920609,461.938,-30.143,-19.994
1747817837.930552,461.938,-30.143,-19.994
1747817837.940861,461.938,-30.143,-19.995
1747817837.949797,461.938,-30.143,-19.995
1747817837.961236,461.938,-30.143,-19.997
1747817837.969023,461.938,-30.143,-19.997
1747817837.980673,461.938,-30.143,-19.998
1747817837.991442,461.938,-30.143,-19.998
1747817838.000938,461.938,-30.143,-19.999
1747817838.014175,461.938,-30.143,-19.999
1747817838.020234,461.938,-30.143,-20.001
1747817838.035977,461.938,-30.143,-20.001
1747817838.040569,461.938,-30.143,-20.003
1747817838.055598,461.938,-30.143,-20.003
1747817838.061164,461.938,-30.143,-20.004
1747817838.075546,461.938,-30.143,-20.004
1747817838.080455,461.938,-30.143,-20.005
1747817838.095775,461.938,-30.143,-20.005
1747817838.101314,461.938,-30.143,-20.006
1747817838.115000,461.938,-30.143,-20.006
1747817838.120740,461.938,-30.143,-20.008
1747817838.136753,461.938,-30.143,-20.008
1747817838.140387,461.938,-30.143,-20.009
1747817838.140387,461.938,-30.143,-20.009
1747817838.160812,461.938,-30.143,-20.011
1747817838.160812,461.938,-30.143,-20.011
1747817838.184018,461.938,-30.143,-20.012
1747817838.184018,461.938,-30.143,-20.012
1747817838.204487,461.938,-30.143,-20.012
1747817838.204487,461.938,-30.143,-20.012
1747817838.223845,461.938,-30.143,-20.014
1747817838.223845,461.938,-30.143,-20.014
1747817838.245061,461.938,-30.143,-20.015
1747817838.245061,461.938,-30.143,-20.015
1747817838.265298,461.938,-30.143,-20.015
1747817838.265298,461.938,-30.143,-20.015
1747817838.285562,461.938,-30.143,-20.016
1747817838.285562,461.938,-30.143,-20.016
1747817838.307518,461.938,-30.143,-20.016
1747817838.307518,461.938,-30.143,-20.016
1747817838.327149,461.938,-30.143,-20.018
1747817838.327149,461.938,-30.143,-20.018
1747817838.341238,461.938,-30.143,-20.019
1747817838.351844,461.938,-30.143,-20.019
1747817838.360419,461.938,-30.143,-20.020
1747817838.372962,461.938,-30.143,-20.020
1747817838.381103,461.938,-30.143,-20.020
1747817838.396326,461.938,-30.143,-20.020
1747817838.400386,461.938,-30.143,-20.022
1747817838.417855,461.938,-30.143,-20.022
1747817838.420504,461.938,-30.143,-20.023
1747817838.438404,461.938,-30.143,-20.023
1747817838.441020,461.938,-30.143,-20.024
1747817838.460499,461.938,-30.143,-20.026
1747817838.460499,461.938,-30.143,-20.026
1747817838.460499,461.938,-30.143,-20.026
1747817838.485533,461.938,-30.143,-20.028
1747817838.485533,461.938,-30.143,-20.028
1747817838.506057,461.938,-30.143,-20.031
1747817838.520695,461.938,-30.143,-20.032
1747817838.526544,461.938,-30.143,-20.032
1747817838.526544,461.938,-30.143,-20.032
1747817838.547087,461.938,-30.143,-20.033
1747817838.547087,461.938,-30.143,-20.033
1747817838.561271,461.938,-30.143,-20.035
1747817838.581077,461.938,-30.143,-20.036
1747817838.581077,461.938,-30.143,-20.036
1747817838.600811,461.938,-30.143,-20.036
1747817838.600811,461.938,-30.143,-20.036
1747817838.620411,461.938,-30.143,-20.038
1747817838.620411,461.938,-30.143,-20.038
1747817838.640762,461.938,-30.143,-20.038
1747817838.642166,461.938,-30.143,-20.038
1747817838.661172,461.938,-30.143,-20.039
1747817838.663660,461.938,-30.143,-20.039
1747817838.680906,461.938,-30.143,-20.041
1747817838.686795,461.938,-30.143,-20.041
1747817838.701211,461.938,-30.143,-20.042
1747817838.707393,461.938,-30.143,-20.042
1747817838.720356,461.938,-30.143,-20.044
1747817838.730141,461.938,-30.143,-20.044
1747817838.740720,461.938,-30.143,-20.046
1747817838.749914,461.938,-30.143,-20.046
1747817838.761094,461.938,-30.143,-20.048
1747817838.768939,461.938,-30.143,-20.048
1747817838.780618,461.938,-30.143,-20.049
1747817838.789161,461.938,-30.143,-20.049
1747817838.800793,461.938,-30.143,-20.051
1747817838.808138,461.938,-30.143,-20.051
1747817838.820926,461.938,-30.143,-20.052
1747817838.828038,461.938,-30.143,-20.052
1747817838.840160,461.938,-30.143,-20.051
1747817838.849859,461.938,-30.143,-20.051
1747817838.860401,461.938,-30.143,-20.052
1747817838.869920,461.938,-30.143,-20.052
1747817838.880655,461.938,-30.143,-20.053
1747817838.889995,461.938,-30.143,-20.053
1747817838.900929,461.938,-30.143,-20.053
1747817838.911478,461.938,-30.143,-20.053
1747817838.920115,461.938,-30.143,-20.054
1747817838.931938,461.938,-30.143,-20.054
1747817838.940276,461.938,-30.143,-20.056
1747817838.940276,461.938,-30.143,-20.056
1747817838.960736,461.938,-30.143,-20.056
1747817838.960736,461.938,-30.143,-20.056
1747817838.983402,461.938,-30.143,-20.058
1747817838.983402,461.938,-30.143,-20.058
1747817839.001097,461.938,-30.143,-20.059
1747817839.006335,461.938,-30.143,-20.059
1747817839.020371,461.938,-30.143,-20.060
1747817839.029541,461.938,-30.143,-20.060
1747817839.040464,461.938,-30.143,-20.061
1747817839.049661,461.938,-30.143,-20.061
1747817839.060779,461.938,-30.143,-20.063
1747817839.060779,461.938,-30.143,-20.063
1747817839.080367,461.938,-30.143,-20.064
1747817839.080367,461.938,-30.143,-20.064
1747817839.100255,461.938,-30.143,-20.065
1747817839.100255,461.938,-30.143,-20.065
1747817839.122673,461.938,-30.143,-20.066
1747817839.122673,461.938,-30.143,-20.066
1747817839.144314,461.938,-30.143,-20.068
1747817839.144314,461.938,-30.143,-20.068
1747817839.164537,461.938,-30.143,-20.070
1747817839.164537,461.938,-30.143,-20.070
1747817839.184941,461.938,-30.143,-20.072
1747817839.184941,461.938,-30.143,-20.072
1747817839.205212,461.938,-30.143,-20.074
1747817839.205212,461.938,-30.143,-20.074
1747817839.225472,461.938,-30.143,-20.075
1747817839.225472,461.938,-30.143,-20.075
1747817839.240559,461.938,-30.143,-20.076
1747817839.249981,461.938,-30.143,-20.076
1747817839.260972,461.938,-30.143,-20.077
1747817839.272681,461.938,-30.143,-20.077
1747817839.280548,461.938,-30.143,-20.079
1747817839.280548,461.938,-30.143,-20.079
1747817839.300711,461.938,-30.143,-20.080
1747817839.300711,461.938,-30.143,-20.080
1747817839.323798,461.938,-30.143,-20.082
1747817839.323798,461.938,-30.143,-20.082
1747817839.345660,461.938,-30.143,-20.084
1747817839.345660,461.938,-30.143,-20.084
1747817839.360847,461.938,-30.143,-20.087
1747817839.367862,461.938,-30.143,-20.087
1747817839.381297,461.938,-30.143,-20.088
1747817839.392495,461.938,-30.143,-20.088
1747817839.400728,461.938,-30.143,-20.088
1747817839.416473,461.938,-30.143,-20.088
1747817839.421208,461.938,-30.143,-20.090
1747817839.421208,461.938,-30.143,-20.090
1747817839.440370,461.938,-30.143,-20.091
1747817839.440370,461.938,-30.143,-20.091
1747817839.460743,461.938,-30.143,-20.092
1747817839.460743,461.938,-30.143,-20.092
1747817839.480874,461.938,-30.143,-20.092
1747817839.480874,461.938,-30.143,-20.092
1747817839.501197,461.938,-30.143,-20.094
1747817839.501197,461.938,-30.143,-20.094
1747817839.522391,461.938,-30.143,-20.094
1747817839.522391,461.938,-30.143,-20.094
1747817839.543473,461.938,-30.143,-20.096
1747817839.543473,461.938,-30.143,-20.096
1747817839.565316,461.938,-30.143,-20.097
1747817839.565316,461.938,-30.143,-20.097
1747817839.580300,461.938,-30.143,-20.098
1747817839.589013,461.938,-30.143,-20.098
1747817839.600931,461.938,-30.143,-20.099
1747817839.608594,461.938,-30.143,-20.099
1747817839.628056,461.938,-30.143,-20.101
1747817839.628056,461.938,-30.143,-20.101
1747817839.640239,461.938,-30.143,-20.102
1747817839.650449,461.938,-30.143,-20.102
1747817839.660821,461.938,-30.143,-20.104
1747817839.670591,461.938,-30.143,-20.104
1747817839.681029,461.938,-30.143,-20.106
1747817839.690008,461.938,-30.143,-20.106
1747817839.700232,461.938,-30.143,-20.108
1747817839.710773,461.938,-30.143,-20.108
1747817839.720528,461.938,-30.143,-20.109
1747817839.732358,461.938,-30.143,-20.109
1747817839.741267,461.938,-30.143,-20.110
1747817839.752945,461.938,-30.143,-20.110
1747817839.760421,461.938,-30.143,-20.110
1747817839.774166,461.938,-30.143,-20.110
1747817839.780849,461.938,-30.143,-20.111
1747817839.796288,461.938,-30.143,-20.111
1747817839.801205,461.938,-30.143,-20.112
1747817839.801205,461.938,-30.143,-20.112
1747817839.821455,461.938,-30.143,-20.112
1747817839.821455,461.938,-30.143,-20.112
1747817839.842472,461.938,-30.143,-20.113
1747817839.842472,461.938,-30.143,-20.113
1747817839.862849,461.938,-30.143,-20.114
1747817839.862849,461.938,-30.143,-20.114
1747817839.887583,461.938,-30.143,-20.115
1747817839.887583,461.938,-30.143,-20.115
1747817839.901052,461.938,-30.143,-20.116
1747817839.912785,461.938,-30.143,-20.116
1747817839.920716,461.938,-30.143,-20.118
1747817839.932920,461.938,-30.143,-20.118
1747817839.941445,461.938,-30.143,-20.118
1747817839.954206,461.938,-30.143,-20.118
1747817839.961304,461.938,-30.143,-20.120
1747817839.978685,461.938,-30.143,-20.120
1747817839.980868,461.938,-30.143,-20.122
1747817840.000226,461.938,-30.143,-20.122
1747817840.001035,461.938,-30.143,-20.124
1747817840.001035,461.938,-30.143,-20.124
1747817840.021865,461.938,-30.143,-20.125
1747817840.040286,461.938,-30.143,-20.126
1747817840.043490,461.938,-30.143,-20.126
1747817840.060580,461.938,-30.143,-20.127
1747817840.064234,461.938,-30.143,-20.127
1747817840.080946,461.938,-30.143,-20.129
1747817840.085053,461.938,-30.143,-20.129
1747817840.100199,461.938,-30.143,-20.129
1747817840.108082,461.938,-30.143,-20.129
1747817840.120554,461.938,-30.143,-20.131
1747817840.128901,461.938,-30.143,-20.131
1747817840.140751,461.938,-30.143,-20.134
1747817840.149288,461.938,-30.143,-20.134
1747817840.161111,461.938,-30.143,-20.136
1747817840.169209,461.938,-30.143,-20.136
1747817840.180515,461.938,-30.143,-20.138
1747817840.189696,461.938,-30.143,-20.138
1747817840.201193,461.938,-30.143,-20.139
1747817840.210191,461.938,-30.143,-20.139
1747817840.220508,461.938,-30.143,-20.141
1747817840.232090,461.938,-30.143,-20.141
1747817840.240676,461.938,-30.143,-20.143
1747817840.240676,461.938,-30.143,-20.143
1747817840.260604,461.938,-30.143,-20.144
1747817840.260604,461.938,-30.143,-20.144
1747817840.281023,461.938,-30.143,-20.146
1747817840.281023,461.938,-30.143,-20.146
1747817840.300219,461.938,-30.143,-20.147
1747817840.300219,461.938,-30.143,-20.147
1747817840.320794,461.938,-30.143,-20.148
1747817840.320794,461.938,-30.143,-20.148
1747817840.342541,461.938,-30.143,-20.149
1747817840.342541,461.938,-30.143,-20.149
1747817840.361217,461.938,-30.143,-20.151
1747817840.365303,461.938,-30.143,-20.151
1747817840.380354,461.938,-30.143,-20.152
1747817840.389394,461.938,-30.143,-20.152
1747817840.400925,461.938,-30.143,-20.154
1747817840.410006,461.938,-30.143,-20.154
1747817840.420344,461.938,-30.143,-20.155
1747817840.431333,461.938,-30.143,-20.155
